NPartida,Nome,Funcao
111,Alex Gomes Stefano,Quarto Árbitro
111,Jose Antonio Chaves Franco Filho,Assessor
111,Wagner Reway (VAR-FIFA),Árbitro de Vídeo
111,Andre da Silva Bitencourt,AVAR
111,Luiz Flavio de Oliveira,Assistente de Árbitro de Vídeo 2
111,Ricardo Marques Ribeiro,Observador de VAR
112,Rafael Rodrigo Klein,Árbitro
112,Nailton Junior de Sousa Oliveira (FIFA),Árbitro Assistente 1
112,Maira Mastella Moreira,Árbitro Assistente 2
112,Grazianni Maciel Rocha,Quarto Árbitro
112,Sergio Cristiano Nascimento,Assessor
112,Thiago Duarte Peixoto,Árbitro de Vídeo
112,Fabricio Porfirio de Moura,AVAR
112,Thayslane de Melo Costa (FIFA),Assistente de Árbitro de Vídeo 2
112,Giulliano Bozzano,Observador de VAR
113,Anderson Daronco (FIFA),Árbitro
113,Rafael da Silva Alves (FIFA),Árbitro Assistente 1
113,Kleber Lucio Gil,Árbitro Assistente 2
113,Douglas Marques das Flores,Quarto Árbitro
113,Marcio Eustaquio Sousa Santiago,Assessor
113,Rafael Traci (VAR-FIFA),Árbitro de Vídeo
113,Johnny Barros de Oliveira,AVAR
113,Andre Luiz de Freitas Castro,Assistente de Árbitro de Vídeo 2
113,Alicio Pena Junior,Observador de VAR
114,Wilton Pereira Sampaio (FIFA),Árbitro
114,Guilherme Dias Camilo (FIFA),Árbitro Assistente 1
114,Leone Carvalho Rocha,Árbitro Assistente 2
114,Ilbert Estevam da Silva,Quarto Árbitro
114,Jose Mocellin,Assessor
114,Rodolpho Toski Marques (VAR-FIFA),Árbitro de Vídeo
114,Frederico Soares Vilarinho,AVAR
114,Elmo Alves Resende Cunha,Assistente de Árbitro de Vídeo 2
114,Marcos Andre Gomes da Penha,Observador de VAR
115,Bruno Mota Correia,Árbitro
115,Rodrigo Figueiredo Henrique Correa (FIFA),Árbitro Assistente 1
115,Alessandro Alvaro Rocha de Matos,Árbitro Assistente 2
115,Matheus Delgado Candançan,Quarto Árbitro
115,Adriano de Carvalho,Assessor
115,Wagner Reway (VAR-FIFA),Árbitro de Vídeo
115,Silbert Faria Sisquim,AVAR
115,Vinicius Gomes do Amaral,Assistente de Árbitro de Vídeo 2
115,Rodrigo Pereira Joia,Observador de VAR
116,Ramon Abatti Abel (FIFA),Árbitro
116,Bruno Raphael Pires (FIFA),Árbitro Assistente 1
116,Alex dos Santos,Árbitro Assistente 2
116,Andre Luiz Skettino Policarpo Bento,Quarto Árbitro
116,Jailson Macêdo Freitas,Assessor
116,Daniel Nobre Bins (VAR-FIFA),Árbitro de Vídeo
116,Cleriston Clay Barreto Rios,AVAR
116,Alisson Sidnei Furtado,Assistente de Árbitro de Vídeo 2
116,Pericles Bassols Pegado Cortez,Observador de VAR
117,Joao Vitor Gobi,Árbitro
117,Marcelo Carvalho Van Gasse,Árbitro Assistente 1
117,Luanderson Lima dos Santos (FIFA),Árbitro Assistente 2
117,Roger Goulart,Quarto Árbitro
117,Simone Xavier de Paula E Silva,Assessor
117,Rodrigo Guarizo Ferreira do Amaral (VAR-FIFA),Árbitro de Vídeo
117,Alberto Poletto Masseira,AVAR
117,Paulo Henrique Schleich Vollkopf,Assistente de Árbitro de Vídeo 2
117,Regildenia de Holanda Moura,Observador de VAR
118,Wagner do Nascimento Magalhaes (FIFA),Árbitro
118,Thiago Henrique Neto Correa Farinha,Árbitro Assistente 1
118,Carlos Henrique Alves de Lima Filho,Árbitro Assistente 2
118,Murilo Ugolini Klein,Quarto Árbitro
118,Marrubson Melo Freitas,Assessor
118,Igor Junio Benevenuto de Oliveira (VAR-FIFA),Árbitro de Vídeo
118,Fabricio Vilarinho da Silva (FIFA),AVAR
118,Rodrigo Batista Raposo,Assistente de Árbitro de Vídeo 2
118,Hilton Moutinho Rodrigues,Observador de VAR
119,Leandro Pedro Vuaden,Árbitro
119,Tiago Augusto Kappes Diel,Árbitro Assistente 1
119,Thiaggo Americano Labes,Árbitro Assistente 2
119,Adriano Barros Carneiro,Quarto Árbitro
119,Marcelo Rogerio,Assessor
119,Daiane Caroline Muniz dos Santos (FIFA),Árbitro de Vídeo
119,Vitor Carmona Metestaine,AVAR
119,Rodrigo Carvalhaes de Miranda,Assistente de Árbitro de Vídeo 2
119,Ednilson Corona,Observador de VAR
120,Flavio Rodrigues de Souza (FIFA),Árbitro
120,Danilo Ricardo Simon Manis (FIFA),Árbitro Assistente 1
120,Fabrini Bevilaqua Costa (FIFA),Árbitro Assistente 2
120,Michel Patrick Costa Guimaraes,Quarto Árbitro
120,Antonio Pereira da Silva,Assessor
120,Pablo Ramon Goncalves Pinheiro (VAR-FIFA),Árbitro de Vídeo
120,Ciro Chaban Junqueira,AVAR
120,Dyorgines Jose Padovani de Andrade,Assistente de Árbitro de Vídeo 2
120,Emerson Augusto de Carvalho,Observador de VAR
121,Savio Pereira Sampaio (FIFA),Árbitro
121,Bruno Boschilia (FIFA),Árbitro Assistente 1
121,Alex dos Santos,Árbitro Assistente 2
121,Yuri Elino Ferreira da Cruz,Quarto Árbitro
121,Anderson Carlos Goncalves,Assessor
121,Rafael Traci (VAR-FIFA),Árbitro de Vídeo
121,Helton Nunes,AVAR
121,Adriano Milczvski,Assistente de Árbitro de Vídeo 2
121,Raimundo Nonato Lopo de Abreu,Observador de VAR
122,Raphael Claus (FIFA),Árbitro
122,Danilo Ricardo Simon Manis (FIFA),Árbitro Assistente 1
122,Daniel Paulo Ziolli,Árbitro Assistente 2
122,Rafael Martins de Sa,Quarto Árbitro
122,Jose Antonio Chaves Franco Filho,Assessor
122,Rodolpho Toski Marques (VAR-FIFA),Árbitro de Vídeo
122,Luciano Roggenbaum,AVAR
122,Marcio Henrique de Gois,Assistente de Árbitro de Vídeo 2
122,Ednilson Corona,Observador de VAR
123,Anderson Daronco (FIFA),Árbitro
123,Guilherme Dias Camilo (FIFA),Árbitro Assistente 1
123,Michael Stanislau,Árbitro Assistente 2
123,Fabiano Monteiro dos Santos,Quarto Árbitro
123,Jose Mocellin,Assessor
123,Igor Junio Benevenuto de Oliveira (VAR-FIFA),Árbitro de Vídeo
123,Fabricio Vilarinho da Silva (FIFA),AVAR
123,Jose Ricardo Vasconcellos Laranjeira,Assistente de Árbitro de Vídeo 2
123,Giulliano Bozzano,Observador de VAR
124,Edina Alves Batista (FIFA),Árbitro
124,Neuza Ines Back (FIFA),Árbitro Assistente 1
124,Leila Naiara Moreira da Cruz (FIFA),Árbitro Assistente 2
124,Douglas Marques das Flores,Quarto Árbitro
124,Silvia Regina de Oliveira,Assessor
124,Daiane Caroline Muniz dos Santos (FIFA),Árbitro de Vídeo
124,Amanda Pinto Matias,AVAR
124,Marielson Alves Silva,Assistente de Árbitro de Vídeo 2
124,Marcos Andre Gomes da Penha,Observador de VAR
125,Denis da Silva Ribeiro Serafim,Árbitro
125,Fabrini Bevilaqua Costa (FIFA),Árbitro Assistente 1
125,Henrique Neu Ribeiro,Árbitro Assistente 2
125,Jefferson Ferreira de Moraes,Quarto Árbitro
125,Marcelo Rogerio,Assessor
125,Rodrigo D Alonso Ferreira,Árbitro de Vídeo
125,Eder Alexandre,AVAR
125,Alisson Sidnei Furtado,Assistente de Árbitro de Vídeo 2
125,Emerson Augusto de Carvalho,Observador de VAR
126,Wilton Pereira Sampaio (FIFA),Árbitro
126,Alessandro Alvaro Rocha de Matos,Árbitro Assistente 1
126,Leone Carvalho Rocha,Árbitro Assistente 2
126,Andre Luiz Skettino Policarpo Bento,Quarto Árbitro
126,Reginaldo Vasconcelos Noronha,Assessor
126,Rodrigo Guarizo Ferreira do Amaral (VAR-FIFA),Árbitro de Vídeo
126,Fabricio Porfirio de Moura,AVAR
126,Elmo Alves Resende Cunha,Assistente de Árbitro de Vídeo 2
126,Alicio Pena Junior,Observador de VAR
127,Wagner do Nascimento Magalhaes (FIFA),Árbitro
127,Rodrigo Figueiredo Henrique Correa (FIFA),Árbitro Assistente 1
127,Luiz Claudio Regazone,Árbitro Assistente 2
127,Roger Goulart,Quarto Árbitro
127,Cleidy Mary dos Santos Nunes Ribeiro,Assessor
127,Wagner Reway (VAR-FIFA),Árbitro de Vídeo
127,Cleriston Clay Barreto Rios,AVAR
127,Philip Georg Bennett,Assistente de Árbitro de Vídeo 2
127,Pericles Bassols Pegado Cortez,Observador de VAR
128,Jean Pierre Goncalves Lima,Árbitro
128,Bruno Raphael Pires (FIFA),Árbitro Assistente 1
128,Mauricio Coelho Silva Penna,Árbitro Assistente 2
128,Luiz Alexandre Fernandes,Quarto Árbitro
128,Marcio Eustaquio Sousa Santiago,Assessor
128,Daniel Nobre Bins (VAR-FIFA),Árbitro de Vídeo
128,Andre da Silva Bitencourt,AVAR
128,Diego Pombo Lopez,Assistente de Árbitro de Vídeo 2
128,Vidal Cordeiro Lopes,Observador de VAR
129,Marcelo de Lima Henrique,Árbitro
129,Marcia Bezerra Lopes Caetano,Árbitro Assistente 1
129,Renan Aguiar da Costa,Árbitro Assistente 2
129,Bruno Pereira Vasconcelos,Quarto Árbitro
129,Simone Xavier de Paula E Silva,Assessor
129,Thiago Duarte Peixoto,Árbitro de Vídeo
129,Herman Brumel Vani,AVAR
129,Paulo Henrique Schleich Vollkopf,Assistente de Árbitro de Vídeo 2
129,Ricardo Marques Ribeiro,Observador de VAR
130,Bruno Mota Correia,Árbitro
130,Thiago Henrique Neto Correa Farinha,Árbitro Assistente 1
130,Jorge Eduardo Bernardi,Árbitro Assistente 2
130,Luiz Paulo de Moura Pinheiro,Quarto Árbitro
130,Sergio Cristiano Nascimento,Assessor
130,Rodrigo Nunes de Sa (VAR-FIFA),Árbitro de Vídeo
130,Silbert Faria Sisquim,AVAR
130,Lucas Paulo Torezin,Assistente de Árbitro de Vídeo 2
130,Rodrigo Pereira Joia,Observador de VAR
131,Luiz Flavio de Oliveira,Árbitro
131,Guilherme Dias Camilo (FIFA),Árbitro Assistente 1
131,Rafael Trombeta,Árbitro Assistente 2
131,Tarcizo Pinheiro Caetano,Quarto Árbitro
131,Anderson Carlos Goncalves,Assessor
131,Rodrigo D Alonso Ferreira,Árbitro de Vídeo
131,Cleriston Clay Barreto Rios,AVAR
131,Alisson Sidnei Furtado,Assistente de Árbitro de Vídeo 2
131,Marcos Andre Gomes da Penha,Observador de VAR
132,Savio Pereira Sampaio (FIFA),Árbitro
132,Bruno Boschilia (FIFA),Árbitro Assistente 1
132,Alessandro Alvaro Rocha de Matos,Árbitro Assistente 2
132,Alex Gomes Stefano,Quarto Árbitro
132,Marcelo Rogerio,Assessor
132,Thiago Duarte Peixoto,Árbitro de Vídeo
132,Herman Brumel Vani,AVAR
132,Andre Luiz de Freitas Castro,Assistente de Árbitro de Vídeo 2
132,Ednilson Corona,Observador de VAR
133,Ramon Abatti Abel (FIFA),Árbitro
133,Victor Hugo Imazu dos Santos,Árbitro Assistente 1
133,Henrique Neu Ribeiro,Árbitro Assistente 2
133,Joao Vitor Gobi,Quarto Árbitro
133,Adriano de Carvalho,Assessor
133,Rodolpho Toski Marques (VAR-FIFA),Árbitro de Vídeo
133,Fabricio Vilarinho da Silva (FIFA),AVAR
133,Dyorgines Jose Padovani de Andrade,Assistente de Árbitro de Vídeo 2
133,Rodrigo Pereira Joia,Observador de VAR
134,Bruno Arleu de Araujo (FIFA),Árbitro
134,Rodrigo Figueiredo Henrique Correa (FIFA),Árbitro Assistente 1
134,Eduardo Goncalves da Cruz,Árbitro Assistente 2
134,Douglas Marques das Flores,Quarto Árbitro
134,Vidal Cordeiro Lopes,Assessor
134,Igor Junio Benevenuto de Oliveira (VAR-FIFA),Árbitro de Vídeo
134,Marcus Vinicius Gomes,AVAR
134,Jose Mendonca da Silva Junior,Assistente de Árbitro de Vídeo 2
134,Alicio Pena Junior,Observador de VAR
135,Raphael Claus (FIFA),Árbitro
135,Daniel Paulo Ziolli,Árbitro Assistente 1
135,Gustavo Rodrigues de Oliveira,Árbitro Assistente 2
135,Ilbert Estevam da Silva,Quarto Árbitro
135,Jose Mocellin,Assessor
135,Rodrigo Nunes de Sa (VAR-FIFA),Árbitro de Vídeo
135,Diogo Carvalho Silva,AVAR
135,Marcelo de Lima Henrique,Assistente de Árbitro de Vídeo 2
135,Raimundo Nonato Lopo de Abreu,Observador de VAR
136,Rodrigo Jose Pereira de Lima,Árbitro
136,Rafael da Silva Alves (FIFA),Árbitro Assistente 1
136,Alex dos Santos,Árbitro Assistente 2
136,Michel Patrick Costa Guimaraes,Quarto Árbitro
136,Jose Antonio Chaves Franco Filho,Assessor
136,Rafael Traci (VAR-FIFA),Árbitro de Vídeo
136,Johnny Barros de Oliveira,AVAR
136,Denis da Silva Ribeiro Serafim,Assistente de Árbitro de Vídeo 2
136,Pericles Bassols Pegado Cortez,Observador de VAR
137,Flavio Rodrigues de Souza (FIFA),Árbitro
137,Marcelo Carvalho Van Gasse,Árbitro Assistente 1
137,Fabrini Bevilaqua Costa (FIFA),Árbitro Assistente 2
137,Anderson da Silveira Farias,Quarto Árbitro
137,Marcio Eustaquio Sousa Santiago,Assessor
137,Rodrigo Guarizo Ferreira do Amaral (VAR-FIFA),Árbitro de Vídeo
137,Fabricio Porfirio de Moura,AVAR
137,Vinicius Goncalves Dias Araujo,Assistente de Árbitro de Vídeo 2
137,Giulliano Bozzano,Observador de VAR
138,Rafael Rodrigo Klein,Árbitro
138,Mauricio Coelho Silva Penna,Árbitro Assistente 1
138,Maira Mastella Moreira,Árbitro Assistente 2
138,Robson Babinski,Quarto Árbitro
138,Marcio Luiz Augusto,Assessor
138,Carlos Eduardo Nunes Braga,Árbitro de Vídeo
138,Silbert Faria Sisquim,AVAR
138,Paulo Henrique Schleich Vollkopf,Assistente de Árbitro de Vídeo 2
138,Sergio Cristiano Nascimento,Observador de VAR
139,Andre Luiz Skettino Policarpo Bento,Árbitro
139,Thiago Henrique Neto Correa Farinha,Árbitro Assistente 1
139,Felipe Alan Costa de Oliveira,Árbitro Assistente 2
139,Adriano Barros Carneiro,Quarto Árbitro
139,Antonio Pereira da Silva,Assessor
139,Emerson de Almeida Ferreira,Árbitro de Vídeo
139,Vitor Carmona Metestaine,AVAR
139,Vinicius Gomes do Amaral,Assistente de Árbitro de Vídeo 2
139,Emerson Augusto de Carvalho,Observador de VAR
140,Wagner do Nascimento Magalhaes (FIFA),Árbitro
140,Luiz Claudio Regazone,Árbitro Assistente 1
140,Tiago Augusto Kappes Diel,Árbitro Assistente 2
140,Leonardo Willers Lorenzatto,Quarto Árbitro
140,Carlos Augusto Nogueira Junior,Assessor
140,Pablo Ramon Goncalves Pinheiro (VAR-FIFA),Árbitro de Vídeo
140,Flavio Gomes Barroca,AVAR
140,Caio Max Augusto Vieira,Assistente de Árbitro de Vídeo 2
140,Ricardo Marques Ribeiro,Observador de VAR
141,Savio Pereira Sampaio (FIFA),Árbitro
141,Rafael da Silva Alves (FIFA),Árbitro Assistente 1
141,Leone Carvalho Rocha,Árbitro Assistente 2
141,Felipe da Silva Goncalves Paludo,Quarto Árbitro
141,Carlos Augusto Nogueira Junior,Assessor
141,Wagner Reway (VAR-FIFA),Árbitro de Vídeo
141,Cleriston Clay Barreto Rios,AVAR
141,Marcio Henrique de Gois,Assistente de Árbitro de Vídeo 2
141,Hilton Moutinho Rodrigues,Observador de VAR
142,Anderson Daronco (FIFA),Árbitro
142,Tiago Augusto Kappes Diel,Árbitro Assistente 1
142,Michael Stanislau,Árbitro Assistente 2
142,Alexandre Vargas Tavares de Jesus,Quarto Árbitro
142,Cleidy Mary dos Santos Nunes Ribeiro,Assessor
142,Marcos Vinicio de Abreu Trindade,Delegado Local
142,Rafael Traci (VAR-FIFA),Árbitro de Vídeo
142,Eder Alexandre,AVAR
142,Charly Wendy Straub Deretti (FIFA),Assistente de Árbitro de Vídeo 2
142,Ricardo Marques Ribeiro,Observador de VAR
143,Braulio da Silva Machado (FIFA),Árbitro
143,Kleber Lucio Gil,Árbitro Assistente 1
143,Henrique Neu Ribeiro,Árbitro Assistente 2
143,Ilbert Estevam da Silva,Quarto Árbitro
143,Simone Xavier de Paula E Silva,Assessor
143,Rogerio Menezes Lopes,Delegado Local
143,Rodrigo D Alonso Ferreira,Árbitro de Vídeo
143,Johnny Barros de Oliveira,AVAR
143,Vinicius Gomes do Amaral,Assistente de Árbitro de Vídeo 2
143,Giulliano Bozzano,Observador de VAR
144,Wilton Pereira Sampaio (FIFA),Árbitro
144,Bruno Boschilia (FIFA),Árbitro Assistente 1
144,Leone Carvalho Rocha,Árbitro Assistente 2
144,Gustavo Holanda Souza,Quarto Árbitro
144,Sergio Cristiano Nascimento,Assessor
144,Emerson de Almeida Ferreira,Árbitro de Vídeo
144,Johnny Barros de Oliveira,AVAR
144,Michel Patrick Costa Guimaraes,Assistente de Árbitro de Vídeo 2
144,Alicio Pena Junior,Observador de VAR
145,Raphael Claus (FIFA),Árbitro
145,Danilo Ricardo Simon Manis (FIFA),Árbitro Assistente 1
145,Daniel Paulo Ziolli,Árbitro Assistente 2
145,Jean Carlos da Silva Narciso,Quarto Árbitro
145,Jose Alexandre Barbosa Lima,Assessor
145,Romulo Soares Teixeira,Delegado Local
145,Rodrigo Guarizo Ferreira do Amaral (VAR-FIFA),Árbitro de Vídeo
145,Fabricio Porfirio de Moura,AVAR
145,Luiz Flavio de Oliveira,Assistente de Árbitro de Vídeo 2
145,Ednilson Corona,Observador de VAR
146,Leandro Pedro Vuaden,Árbitro
146,Mauricio Coelho Silva Penna,Árbitro Assistente 1
146,Thiago Henrique Neto Correa Farinha,Árbitro Assistente 2
146,Ronei Candido Alves,Quarto Árbitro
146,Ana Karina Marques Valentin,Assessor
146,Pablo Ramon Goncalves Pinheiro (VAR-FIFA),Árbitro de Vídeo
146,Fabricio Vilarinho da Silva (FIFA),AVAR
146,Douglas Schwengber da Silva,Assistente de Árbitro de Vídeo 2
146,Rodrigo Pereira Joia,Observador de VAR
147,Rodrigo Jose Pereira de Lima,Árbitro
147,Bruno Raphael Pires (FIFA),Árbitro Assistente 1
147,Alessandro Alvaro Rocha de Matos,Árbitro Assistente 2
147,Jonathan Benkenstein Pinheiro,Quarto Árbitro
147,Adriano de Carvalho,Assessor
147,Rodrigo Nunes de Sa (VAR-FIFA),Árbitro de Vídeo
147,Diogo Carvalho Silva,AVAR
147,Jose Mendonca da Silva Junior,Assistente de Árbitro de Vídeo 2
147,Pericles Bassols Pegado Cortez,Observador de VAR
148,Rafael Rodrigo Klein,Árbitro
148,Guilherme Dias Camilo (FIFA),Árbitro Assistente 1
148,Maira Mastella Moreira,Árbitro Assistente 2
148,Gustavo Nogas,Quarto Árbitro
148,Francisco de Assis Almeida Filho,Assessor
148,Ernaldo Melek Junior,Delegado Local
148,Igor Junio Benevenuto de Oliveira (VAR-FIFA),Árbitro de Vídeo
148,Frederico Soares Vilarinho,AVAR
148,Paulo Henrique Schleich Vollkopf,Assistente de Árbitro de Vídeo 2
148,Marcio Eustaquio Sousa Santiago,Observador de VAR
149,Yuri Elino Ferreira da Cruz,Árbitro
149,Rodrigo Figueiredo Henrique Correa (FIFA),Árbitro Assistente 1
149,Luiz Claudio Regazone,Árbitro Assistente 2
149,Luciano da Silva Miranda Filho,Quarto Árbitro
149,George Alves Feitoza,Assessor
149,Antonio Alber de Brito Vieira,Delegado Local
149,Thiago Duarte Peixoto,Árbitro de Vídeo
149,Amanda Pinto Matias,AVAR
149,Carlos Eduardo Nunes Braga,Assistente de Árbitro de Vídeo 2
149,Marcos Andre Gomes da Penha,Observador de VAR
150,Ramon Abatti Abel (FIFA),Árbitro
150,Luanderson Lima dos Santos (FIFA),Árbitro Assistente 1
150,Alex dos Santos,Árbitro Assistente 2
150,Murilo Francisco Misson Junior,Quarto Árbitro
150,Marcelo Rogerio,Assessor
150,Daniel Nobre Bins (VAR-FIFA),Árbitro de Vídeo
150,Antonio Adriano de Oliveira,AVAR
150,Thayslane de Melo Costa (FIFA),Assistente de Árbitro de Vídeo 2
150,Regildenia de Holanda Moura,Observador de VAR
151,Rodrigo Jose Pereira de Lima,Árbitro
151,Marcelo Carvalho Van Gasse,Árbitro Assistente 1
151,Alessandro Alvaro Rocha de Matos,Árbitro Assistente 2
151,Alexandre Vargas Tavares de Jesus,Quarto Árbitro
151,Cleidy Mary dos Santos Nunes Ribeiro,Assessor
151,Rafael Traci (VAR-FIFA),Árbitro de Vídeo
151,Fabricio Vilarinho da Silva (FIFA),AVAR
151,Alisson Sidnei Furtado,Assistente de Árbitro de Vídeo 2
151,Emerson Augusto de Carvalho,Observador de VAR
152,Paulo Cesar Zanovelli da Silva (FIFA),Árbitro
152,Danilo Ricardo Simon Manis (FIFA),Árbitro Assistente 1
152,Celso Luiz da Silva,Árbitro Assistente 2
152,Tarcizo Pinheiro Caetano,Quarto Árbitro
152,Ednilson Corona,Assessor
152,Rodrigo Guarizo Ferreira do Amaral (VAR-FIFA),Árbitro de Vídeo
152,Fabricio Porfirio de Moura,AVAR
152,Paulo Henrique Schleich Vollkopf,Assistente de Árbitro de Vídeo 2
152,Hilton Moutinho Rodrigues,Observador de VAR
153,Rafael Rodrigo Klein,Árbitro
153,Mauricio Coelho Silva Penna,Árbitro Assistente 1
153,Jorge Eduardo Bernardi,Árbitro Assistente 2
153,Ilbert Estevam da Silva,Quarto Árbitro
153,Anderson Carlos Goncalves,Assessor
153,Igor Junio Benevenuto de Oliveira (VAR-FIFA),Árbitro de Vídeo
153,Frederico Soares Vilarinho,AVAR
153,Lucas Paulo Torezin,Assistente de Árbitro de Vídeo 2
153,Sergio Cristiano Nascimento,Observador de VAR
154,Ramon Abatti Abel (FIFA),Árbitro
154,Guilherme Dias Camilo (FIFA),Árbitro Assistente 1
154,Alex dos Santos,Árbitro Assistente 2
154,Joao Vitor Gobi,Quarto Árbitro
154,Adriano de Carvalho,Assessor
154,Rodolpho Toski Marques (VAR-FIFA),Árbitro de Vídeo
154,Luciano Roggenbaum,AVAR
154,Daniel Victor Costa Silva,Assistente de Árbitro de Vídeo 2
154,Roberto Perassi,Observador de VAR
155,Maguielson Lima Barbosa,Árbitro
155,Kleber Lucio Gil,Árbitro Assistente 1
155,Leone Carvalho Rocha,Árbitro Assistente 2
155,Thiago Luis Scarascati,Quarto Árbitro
155,Antonio Pereira da Silva,Assessor
155,Emerson de Almeida Ferreira,Árbitro de Vídeo
155,Silbert Faria Sisquim,AVAR
155,Rodrigo Batista Raposo,Assistente de Árbitro de Vídeo 2
155,Rodrigo Pereira Joia,Observador de VAR
156,Caio Max Augusto Vieira,Árbitro
156,Luanderson Lima dos Santos (FIFA),Árbitro Assistente 1
156,Eduardo Goncalves da Cruz,Árbitro Assistente 2
156,Murilo Francisco Misson Junior,Quarto Árbitro
156,Carlos Augusto Nogueira Junior,Assessor
156,Rodrigo Nunes de Sa (VAR-FIFA),Árbitro de Vídeo
156,Amanda Pinto Matias,AVAR
156,Douglas Schwengber da Silva,Assistente de Árbitro de Vídeo 2
156,Regildenia de Holanda Moura,Observador de VAR
157,Luiz Flavio de Oliveira,Árbitro
157,Fabrini Bevilaqua Costa (FIFA),Árbitro Assistente 1
157,Luiz Claudio Regazone,Árbitro Assistente 2
157,Lucas Guimaraes Rechatiko Horn,Quarto Árbitro
157,Simone Xavier de Paula E Silva,Assessor
157,Wagner Reway (VAR-FIFA),Árbitro de Vídeo
157,Cleriston Clay Barreto Rios,AVAR
157,Elmo Alves Resende Cunha,Assistente de Árbitro de Vídeo 2
157,Giulliano Bozzano,Observador de VAR
158,Flavio Rodrigues de Souza (FIFA),Árbitro
158,Anderson Jose de Moraes Coelho,Árbitro Assistente 1
158,Evandro de Melo Lima,Árbitro Assistente 2
158,Murilo Ugolini Klein,Quarto Árbitro
158,Marcio Eustaquio Sousa Santiago,Assessor
158,Thiago Duarte Peixoto,Árbitro de Vídeo
158,Eder Alexandre,AVAR
158,Felipe Fernandes de Lima,Assistente de Árbitro de Vídeo 2
158,Emerson Augusto de Carvalho,Observador de VAR
159,Andre Luiz Skettino Policarpo Bento,Árbitro
159,Rodrigo Figueiredo Henrique Correa (FIFA),Árbitro Assistente 1
159,Felipe Alan Costa de Oliveira,Árbitro Assistente 2
159,Bruno Pereira Vasconcelos,Quarto Árbitro
159,Jose Mocellin,Assessor
159,Pablo Ramon Goncalves Pinheiro (VAR-FIFA),Árbitro de Vídeo
159,Ciro Chaban Junqueira,AVAR
159,Dyorgines Jose Padovani de Andrade,Assistente de Árbitro de Vídeo 2
159,Marcos Andre Gomes da Penha,Observador de VAR
160,Bruno Mota Correia,Árbitro
160,Thiago Henrique Neto Correa Farinha,Árbitro Assistente 1
160,Victor Hugo Imazu dos Santos,Árbitro Assistente 2
160,Leonardo Willers Lorenzatto,Quarto Árbitro
160,Jose Antonio Chaves Franco Filho,Assessor
160,Rodrigo Nunes de Sa (VAR-FIFA),Árbitro de Vídeo
160,Flavio Gomes Barroca,AVAR
160,Jose Mendonca da Silva Junior,Assistente de Árbitro de Vídeo 2
160,Regildenia de Holanda Moura,Observador de VAR
161,Rodrigo Jose Pereira de Lima,Árbitro
161,Bruno Boschilia (FIFA),Árbitro Assistente 1
161,Francisco Chaves Bezerra Junior,Árbitro Assistente 2
161,Alex Gomes Stefano,Quarto Árbitro
161,Jose Mocellin,Assessor
161,Igor Junio Benevenuto de Oliveira (VAR-FIFA),Árbitro de Vídeo
161,Ciro Chaban Junqueira,AVAR
161,Lucas Paulo Torezin,Assistente de Árbitro de Vídeo 2
161,Ricardo Marques Ribeiro,Observador de VAR
162,Joao Vitor Gobi,Árbitro
162,Fabrini Bevilaqua Costa (FIFA),Árbitro Assistente 1
162,Marcelo Carvalho Van Gasse,Árbitro Assistente 2
162,Bruno Mota Correia,Quarto Árbitro
162,Adriano de Carvalho,Assessor
162,Wagner Reway (VAR-FIFA),Árbitro de Vídeo
162,Cleriston Clay Barreto Rios,AVAR
162,Jose Ricardo Vasconcellos Laranjeira,Assistente de Árbitro de Vídeo 2
162,Regildenia de Holanda Moura,Observador de VAR
163,Ramon Abatti Abel (FIFA),Árbitro
163,Alex dos Santos,Árbitro Assistente 1
163,Thiaggo Americano Labes,Árbitro Assistente 2
163,Thiago Luis Scarascati,Quarto Árbitro
163,Sergio Cristiano Nascimento,Assessor
163,Igor Junio Benevenuto de Oliveira (VAR-FIFA),Árbitro de Vídeo
163,Frederico Soares Vilarinho,AVAR
163,Antonio Magno Lima Cordeiro,Assistente de Árbitro de Vídeo 2
163,Rodrigo Pereira Joia,Observador de VAR
164,Leandro Pedro Vuaden,Árbitro
164,Mauricio Coelho Silva Penna,Árbitro Assistente 1
164,Michael Stanislau,Árbitro Assistente 2
164,Lucas Canetto Bellote,Quarto Árbitro
164,Raimundo Nonato Lopo de Abreu,Assessor
164,Emerson de Almeida Ferreira,Árbitro de Vídeo
164,Andre da Silva Bitencourt,AVAR
164,Vinicius Gomes do Amaral,Assistente de Árbitro de Vídeo 2
164,Anderson Carlos Goncalves,Observador de VAR
165,Paulo Cesar Zanovelli da Silva (FIFA),Árbitro
165,Victor Hugo Imazu dos Santos,Árbitro Assistente 1
165,Felipe Alan Costa de Oliveira,Árbitro Assistente 2
165,Rodrigo Batista Raposo,Quarto Árbitro
165,Marcelo Rogerio,Assessor
165,Rafael Traci (VAR-FIFA),Árbitro de Vídeo
165,Johnny Barros de Oliveira,AVAR
165,Vinicius Goncalves Dias Araujo,Assistente de Árbitro de Vídeo 2
165,Ednilson Corona,Observador de VAR
166,Flavio Rodrigues de Souza (FIFA),Árbitro
166,Nailton Junior de Sousa Oliveira (FIFA),Árbitro Assistente 1
166,Evandro de Melo Lima,Árbitro Assistente 2
166,Wanderson Alves de Sousa,Quarto Árbitro
166,Carlos Augusto Nogueira Junior,Assessor
166,Thiago Duarte Peixoto,Árbitro de Vídeo
